,fit_KD,fit_KD_std,true_KD
0,5.17947467923e-09,2.31928611453,5.1152139317e-09
1,1.06800043251e-09,0.620770222474,4.16167175437e-09
2,0.0001,3.61156657739,6.31207631106e-05
3,7.19685673001e-07,3.39079883137,1.07664367792e-06
4,5.90783791159e-10,1.67398459898,1.39539380159e-10
5,0.0001,5.86829564,8.45226409522e-05
6,1.58489319246e-09,2.30443294149,3.39855848422e-10
7,1e-10,8.00482515332,1.23545864946e-06
8,1.58489319246e-09,2.70056187433,5.22027577043e-09
9,3.49025487896e-09,4.84257493367,1.55157814432e-10
10,1.93069772888e-09,5.00946399772,2.34283605591e-08
11,2.86512026966e-09,1.73793719412,3.08811836023e-08
12,0.0001,5.72482706816,1.40862840456e-05
13,5.90783791159e-10,1.08645256774,2.2027404282e-10
14,2.35195263507e-09,0.800144459832,5.26823998468e-10
15,0.0001,6.5409008534,7.0076652292e-05
16,6.3095734448e-06,3.83851025435,3.65190746535e-06
17,2.0619860095e-08,3.40993254825,2.26887761135e-08
18,6.73862716803e-05,4.29899218243,1.04754631954e-05
19,3.72759372031e-08,1.7368867218,2.17767158357e-08
20,3.05994968721e-08,2.01958644198,4.47890611227e-08
21,5.53168119762e-08,2.01659517141,7.37412542982e-08
22,1e-10,4.57255495683,4.10258062699e-09
23,3.05994968721e-05,2.01709613575,5.14325810203e-07
24,6.73862716803e-05,4.60840732821,6.40318388612e-06
25,1.93069772888e-09,1.37959545261,2.03313510861e-10
26,1e-10,6.81207302716,7.34437109666e-07
27,4.54090961097e-08,2.02246766032,1.1090815066e-07
28,3.98107170553e-07,2.08757772308,1.57025579532e-07
29,3.05994968721e-08,2.96145366885,1.31059890635e-08
30,1e-10,8.00741971017,3.07834105178e-10
31,4.84969342853e-07,2.25263000735,3.0016767382e-06
32,1.58489319246e-09,1.47524775896,7.50716128464e-10
33,3.98107170553e-10,0.988890602373,2.63678439605e-10
34,3.05994968721e-08,2.42725377025,5.98318456324e-08
35,7.19685673001e-07,4.05200792985,8.61540262401e-07
36,4.54090961097e-05,3.21191559209,6.33079138278e-05
37,2.51188643151e-08,3.49076220494,3.93186169391e-08
38,3.26802758941e-07,2.58610651771,8.80464855212e-07
39,5.90783791159e-07,0.916829768332,1.20785650397e-06
40,2.35195263507e-09,0.999463132044,2.35767882922e-09
41,1e-10,4.03409840951,3.73670035048e-10
42,0.0001,3.13056797939,1.85705167293e-05
43,1.30102521691e-09,2.1211611627,1.18849892422e-10
44,5.53168119762e-08,1.8105285099,1.11523820107e-06
45,4.84969342853e-10,5.44093146617,2.85497685542e-07
46,8.20891415964e-05,5.64745762428,3.82057272482e-05
47,4.54090961097e-05,2.53355825731,2.3163805307e-05
48,6.73862716803e-08,2.25201328962,4.39546022471e-08
49,8.20891415964e-08,2.56859248716,6.56718232255e-09
50,2.20220194999e-07,2.99518420424,2.11903612052e-06
51,1e-10,1.03262668209,3.93350856309e-10
52,5.17947467923e-09,1.6641985562,3.83561665408e-09
53,1e-10,7.85375120391,2.21967651058e-08
54,1.06800043251e-09,5.8874891872,8.96541365532e-09
55,2.51188643151e-08,1.36029994592,1.22276305738e-08
56,9.36329208824e-06,1.9044620129,2.52756529117e-05
57,1.30102521691e-06,4.41300763793,1.27179581987e-07
58,2.86512026966e-06,0.830909104814,1.39932892045e-05
59,1e-10,7.32121679368,3.62239531361e-08
60,6.3095734448e-09,4.07349191391,6.48440232718e-08
61,0.0001,5.74422649261,2.41002845343e-05
62,1.30102521691e-09,0.713996694989,1.48789378e-09
63,3.26802758941e-10,1.39929032618,1.6017450866e-10
64,8.76712387297e-07,3.33869353451,6.31438336272e-07
65,3.26802758941e-07,2.32038963823,3.74713698378e-07
66,4.25178630338e-06,3.88192199286,1.02030191692e-07
67,1e-07,1.34078661328,7.20782470403e-07
68,7.6862461004e-09,1.12713395499,1.47583620163e-08
69,2.51188643151e-08,4.28707894079,2.47621684354e-08
70,2.86512026966e-09,0.991916967246,7.98754637623e-10
71,1.21818791201e-07,1.86225666566,8.43767635798e-08
72,4.84969342853e-10,1.38085817003,5.68762336881e-10
73,3.49025487896e-06,4.02097618704,2.07292756386e-06
74,2.51188643151e-05,4.2338552927,2.8996481375e-07
75,5.17947467923e-09,1.96793786335,1.60594875389e-09
76,4.54090961097e-08,1.25821592578,1.05463384372e-08
77,1e-10,2.3320228861,1.15947498192e-10
